Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96,Column97,Column98,Column99,Column100
2,2,4,3,4,3,8,3,4,6,2,3,6,5,4,5,6,6,8,11,22,2,3,3,5,4,5,4,9,4,5,7,3,4,7,6,5,6,7,7,9,12,23,3,4,4,6,5,6,5,10,5,6,8,4,5,8,7,6,7,8,8,10,13,24,4,5,5,7,6,7,6,11,6,7,9,5,6,9,8,7,8,9,9,11,14,25,5,6,6,8,7,8,7,12,7,8,10,6,7
2,3,3,3,4,3,5,3,6,5,12,3,5,4,9,5,8,6,8,9,12,23,2,3,4,4,4,5,4,6,4,7,6,13,4,6,5,10,6,9,7,9,10,13,24,3,4,5,5,5,6,5,7,5,8,7,14,5,7,6,11,7,10,8,10,11,14,25,4,5,6,6,6,7,6,8,6,9,8,15,6,8,7,12,8,11,9,11,12,15,26,5,6,7,7,7,8,7,9,7
2,2,2,2,3,2,4,2,3,4,7,2,4,4,4,3,6,4,8,6,8,12,24,2,3,3,3,3,4,3,5,3,4,5,8,3,5,5,5,4,7,5,9,7,9,13,25,3,4,4,4,4,5,4,6,4,5,6,9,4,6,6,6,5,8,6,10,8,10,14,26,4,5,5,5,5,6,5,7,5,6,7,10,5,7,7,7,6,9,7,11,9,11,15,27,5,6,6,6,6
2,3,4,5,2,7,5,9,4,3,6,13,3,4,3,6,4,5,5,5,7,9,13,25,2,3,4,5,6,3,8,6,10,5,4,7,14,4,5,4,7,5,6,6,6,8,10,14,26,3,4,5,6,7,4,9,7,11,6,5,8,15,5,6,5,8,6,7,7,7,9,11,15,27,4,5,6,7,8,5,10,8,12,7,6,9,16,6,7,6,9,7,8,8,8,10,12,16,28,5
2,2,3,3,6,4,4,5,3,4,6,7,2,3,4,4,10,4,6,5,6,7,10,13,26,2,3,3,4,4,7,5,5,6,4,5,7,8,3,4,5,5,11,5,7,6,7,8,11,14,27,3,4,4,5,5,8,6,6,7,5,6,8,9,4,5,6,6,12,6,8,7,8,9,12,15,28,4,5,5,6,6,9,7,7,8,6,7,9,10,5,6,7,7,13,7,9,8,9,10
2,3,2,3,4,3,3,5,2,5,4,5,14,3,3,7,5,3,5,9,5,7,9,9,14,27,2,3,4,3,4,5,4,4,6,3,6,5,6,15,4,4,8,6,4,6,10,6,8,10,10,15,28,3,4,5,4,5,6,5,5,7,4,7,6,7,16,5,5,9,7,5,7,11,7,9,11,11,16,29,4,5,6,5,6,7,6,6,8,5,8,7,8,17,6,6,10,8,6,8
2,2,4,2,4,3,2,3,10,3,7,4,8,2,4,3,4,6,4,4,4,6,7,7,10,14,28,2,3,3,5,3,5,4,3,4,11,4,8,5,9,3,5,4,5,7,5,5,5,7,8,8,11,15,29,3,4,4,6,4,6,5,4,5,12,5,9,6,10,4,6,5,6,8,6,6,6,8,9,9,12,16,30,4,5,5,7,5,7,6,5,6,13,6,10,7,11,5,7,6
2,3,3,5,3,3,8,4,6,3,4,5,6,15,3,5,5,6,11,5,6,5,9,9,8,11,15,29,2,3,4,4,6,4,4,9,5,7,4,5,6,7,16,4,6,6,7,12,6,7,6,10,10,9,12,16,30,3,4,5,5,7,5,5,10,6,8,5,6,7,8,17,5,7,7,8,13,7,8,7,11,11,10,13,17,31,4,5,6,6,8,6,6,11,7,9,6,7,8,9
2,2,2,3,2,2,5,3,4,2,4,3,5,8,2,3,6,3,6,3,4,6,6,5,6,8,10,15,30,2,3,3,3,4,3,3,6,4,5,3,5,4,6,9,3,4,7,4,7,4,5,7,7,6,7,9,11,16,31,3,4,4,4,5,4,4,7,5,6,4,6,5,7,10,4,5,8,5,8,5,6,8,8,7,8,10,12,17,32,4,5,5,5,6,5,5,8,6,7,5
2,3,4,3,6,7,4,3,4,11,4,5,5,7,16,3,4,5,5,7,4,7,10,7,6,7,10,11,16,31,2,3,4,5,4,7,8,5,4,5,12,5,6,6,8,17,4,5,6,6,8,5,8,11,8,7,8,11,12,17,32,3,4,5,6,5,8,9,6,5,6,13,6,7,7,9,18,5,6,7,7,9,6,9,12,9,8,9,12,13,18,33,4,5,6,7,6,9,10,7
2,2,3,2,4,4,5,2,6,6,3,3,4,5,9,2,4,4,8,4,12,4,5,4,6,6,8,8,12,16,32,2,3,3,4,3,5,5,6,3,7,7,4,4,5,6,10,3,5,5,9,5,13,5,6,5,7,7,9,9,13,17,33,3,4,4,5,4,6,6,7,4,8,8,5,5,6,7,11,4,6,6,10,6,14,6,7,6,8,8,10,10,14,18,34,4,5,5,6,5
2,3,2,5,4,3,4,9,3,5,2,3,8,7,6,17,3,3,4,4,5,3,6,5,5,7,6,8,9,11,17,33,2,3,4,3,6,5,4,5,10,4,6,3,4,9,8,7,18,4,4,5,5,6,4,7,6,6,8,7,9,10,12,18,34,3,4,5,4,7,6,5,6,11,5,7,4,5,10,9,8,19,5,5,6,6,7,5,8,7,7,9,8,10,11,13,19,35,4,5
2,2,4,3,3,3,3,5,4,4,12,3,5,4,7,9,2,3,4,5,5,7,4,5,7,5,10,7,10,9,12,17,34,2,3,3,5,4,4,4,4,6,5,5,13,4,6,5,8,10,3,4,5,6,6,8,5,6,8,6,11,8,11,10,13,18,35,3,4,4,6,5,5,5,5,7,6,6,14,5,7,6,9,11,4,5,6,7,7,9,6,7,9,7,12,9,12,11,14,19
2,3,3,3,2,3,2,5,3,3,7,3,6,3,4,7,18,3,5,3,3,5,13,5,4,11,6,5,10,7,11,13,18,35,2,3,4,4,4,3,4,3,6,4,4,8,4,7,4,5,8,19,4,6,4,4,6,14,6,5,12,7,6,11,8,12,14,19,36,3,4,5,5,5,4,5,4,7,5,5,9,5,8,5,6,9,20,5,7,5,5,7,15,7,6,13,8,7,12,9
2,2,2,2,6,2,8,3,2,4,6,2,5,5,4,5,10,2,4,3,4,4,6,3,5,5,4,5,6,6,8,9,12,18,36,2,3,3,3,3,7,3,9,4,3,5,7,3,6,6,5,6,11,3,5,4,5,5,7,4,6,6,5,6,7,7,9,10,13,19,37,3,4,4,4,4,8,4,10,5,4,6,8,4,7,7,6,7,12,4,6,5,6,6,8,5,7,7,6,7
2,3,4,5,4,7,5,4,10,5,6,13,4,4,4,5,8,19,3,4,7,9,7,8,4,5,6,5,7,7,7,9,10,13,19,37,2,3,4,5,6,5,8,6,5,11,6,7,14,5,5,5,6,9,20,4,5,8,10,8,9,5,6,7,6,8,8,8,10,11,14,20,38,3,4,5,6,7,6,9,7,6,12,7,8,15,6,6,6,7,10,21,5,6,9,11,9,10,6,7
2,2,3,3,4,4,4,3,6,3,4,7,3,4,9,5,6,10,2,3,6,4,4,5,14,4,8,7,6,7,8,7,9,10,14,19,38,2,3,3,4,4,5,5,5,4,7,4,5,8,4,5,10,6,7,11,3,4,7,5,5,6,15,5,9,8,7,8,9,8,10,11,15,20,39,3,4,4,5,5,6,6,6,5,8,5,6,9,5,6,11,7,8,12,4,5,8,6,6,7
2,3,2,3,3,3,5,3,4,3,7,5,2,4,4,5,6,7,20,3,3,5,6,4,7,3,4,5,12,5,11,7,7,11,12,13,20,39,2,3,4,3,4,4,4,6,4,5,4,8,6,3,5,5,6,7,8,21,4,4,6,7,5,8,4,5,6,13,6,12,8,8,12,13,14,21,40,3,4,5,4,5,5,5,7,5,6,5,9,7,4,6,6,7,8,9,22,5,5,7
2,2,4,2,2,3,4,2,4,2,4,4,14,3,3,3,8,6,11,2,4,4,4,3,4,8,4,4,7,4,8,5,8,8,8,10,14,20,40,2,3,3,5,3,3,4,5,3,5,3,5,5,15,4,4,4,9,7,12,3,5,5,5,4,5,9,5,5,8,5,9,6,9,9,9,11,15,21,41,3,4,4,6,4,4,5,6,4,6,4,6,6,16,5,5,5,10,8,13,4
2,3,3,5,6,3,3,9,6,11,4,5,8,3,4,6,6,6,8,21,3,5,5,5,5,7,15,5,6,7,5,6,6,11,11,9,11,15,21,41,2,3,4,4,6,7,4,4,10,7,12,5,6,9,4,5,7,7,7,9,22,4,6,6,6,6,8,16,6,7,8,6,7,7,12,12,10,12,16,22,42,3,4,5,5,7,8,5,5,11,8,13,6,7,10,5,6,8,8,8
2,2,2,3,4,2,2,5,3,6,4,3,6,2,3,4,4,4,8,11,2,3,4,3,10,5,6,3,6,4,8,5,6,6,6,7,10,11,14,21,42,2,3,3,3,4,5,3,3,6,4,7,5,4,7,3,4,5,5,5,9,12,3,4,5,4,11,6,7,4,7,5,9,6,7,7,7,8,11,12,15,22,43,3,4,4,4,5,6,4,4,7,5,8,6,5,8,4,5,6
2,3,4,3,4,7,8,5,4,5,3,5,5,15,4,7,10,5,8,9,22,3,4,4,6,4,5,9,4,7,6,13,7,8,7,7,8,10,13,15,22,43,2,3,4,5,4,5,8,9,6,5,6,4,6,6,16,5,8,11,6,9,10,23,4,5,5,7,5,6,10,5,8,7,14,8,9,8,8,9,11,14,16,23,44,3,4,5,6,5,6,9,10,7,6,7,5,7,7,17
2,2,3,2,3,4,5,3,3,4,2,3,5,8,3,3,5,4,5,6,12,2,4,3,8,6,6,5,16,4,6,5,4,6,12,6,8,8,12,11,16,22,44,2,3,3,4,3,4,5,6,4,4,5,3,4,6,9,4,4,6,5,6,7,13,3,5,4,9,7,7,6,17,5,7,6,5,7,13,7,9,9,13,12,17,23,45,3,4,4,5,4,5,6,7,5,5,6,4,5
2,3,2,5,2,3,4,4,2,3,12,3,4,7,2,5,4,3,6,5,8,23,3,3,3,5,3,8,7,3,5,9,6,5,5,5,8,9,8,9,12,15,23,45,2,3,4,3,6,3,4,5,5,3,4,13,4,5,8,3,6,5,4,7,6,9,24,4,4,4,6,4,9,8,4,6,10,7,6,6,6,9,10,9,10,13,16,24,46,3,4,5,4,7,4,5,6,6,4,5
2,2,4,3,6,3,5,3,10,4,7,3,8,5,16,3,5,6,5,5,7,12,2,3,6,5,6,4,6,9,4,5,5,8,6,6,6,8,8,9,10,12,16,23,46,2,3,3,5,4,7,4,6,4,11,5,8,4,9,6,17,4,6,7,6,6,8,13,3,4,7,6,7,5,7,10,5,6,6,9,7,7,7,9,9,10,11,13,17,24,47,3,4,4,6,5,8,5,7,5
2,3,3,3,4,3,4,3,6,5,6,3,5,7,9,3,6,6,4,9,6,9,24,3,5,7,4,11,5,6,17,5,5,6,14,6,7,7,12,9,12,11,14,17,24,47,2,3,4,4,4,5,4,5,4,7,6,7,4,6,8,10,4,7,7,5,10,7,10,25,4,6,8,5,12,6,7,18,6,6,7,15,7,8,8,13,10,13,12,15,18,25,48,3,4,5,5,5,6,5
2,2,2,2,4,2,3,2,4,3,6,2,6,4,6,2,4,3,11,4,5,7,13,2,4,4,4,4,4,4,8,3,4,6,6,4,6,8,6,6,12,8,11,12,16,24,48,2,3,3,3,3,5,3,4,3,5,4,7,3,7,5,7,3,5,4,12,5,6,8,14,3,5,5,5,5,5,5,9,4,5,7,7,5,7,9,7,7,13,9,12,13,17,25,49,3,4,4,4,4
2,3,4,5,3,7,2,9,4,3,4,13,5,3,7,17,4,5,6,5,4,7,10,25,3,4,5,3,7,5,6,10,4,5,4,7,5,9,13,9,7,7,9,13,13,17,25,49,2,3,4,5,6,4,8,3,10,5,4,5,14,6,4,8,18,5,6,7,6,5,8,11,26,4,5,6,4,8,6,7,11,5,6,5,8,6,10,14,10,8,8,10,14,14,18,26,50,3,4,5
2,2,3,3,2,4,8,5,6,2,7,7,4,5,4,9,3,4,5,3,6,6,9,13,2,3,4,4,5,3,6,6,18,4,4,5,9,5,6,5,7,7,8,9,10,13,18,25,50,2,3,3,4,4,3,5,9,6,7,3,8,8,5,6,5,10,4,5,6,4,7,7,10,14,3,4,5,5,6,4,7,7,19,5,5,6,10,6,7,6,8,8,9,10,11,14,19,26,51,3
2,3,2,3,6,3,5,5,3,11,4,5,3,4,4,7,2,3,8,7,4,5,7,9,26,3,3,5,9,5,5,5,7,3,6,5,8,15,5,8,6,7,8,9,9,11,15,17,26,51,2,3,4,3,4,7,4,6,6,4,12,5,6,4,5,5,8,3,4,9,8,5,6,8,10,27,4,4,6,10,6,6,6,8,4,7,6,9,16,6,9,7,8,9,10,10,12,16,18,27
2,2,4,2,4,3,4,3,4,6,4,4,2,4,4,5,18,3,4,4,4,6,9,7,14,2,4,3,4,4,12,4,8,10,4,4,10,6,4,5,8,6,9,7,10,10,12,13,18,26,52,2,3,3,5,3,5,4,5,4,5,7,5,5,3,5,5,6,19,4,5,5,5,7,10,8,15,3,5,4,5,5,13,5,9,11,5,5,11,7,5,6,9,7,10,8,11,11,13,14
2,3,3,5,4,3,5,4,3,5,4,5,14,4,9,5,10,3,4,4,12,7,6,9,10,27,3,5,4,6,5,4,9,8,19,5,8,5,8,5,7,9,8,13,9,9,13,12,14,19,27,53,2,3,4,4,6,5,4,6,5,4,6,5,6,15,5,10,6,11,4,5,5,13,8,7,10,11,28,4,6,5,7,6,5,10,9,20,6,9,6,9,6,8,10,9,14,10,10,14
2,2,2,3,3,2,4,3,2,4,3,3,8,3,4,5,8,2,5,5,5,4,10,5,8,14,2,3,6,3,4,7,4,5,8,3,5,5,5,9,6,5,14,7,6,9,10,9,14,14,18,27,54,2,3,3,3,4,4,3,5,4,3,5,4,4,9,4,5,6,9,3,6,6,6,5,11,6,9,15,3,4,7,4,5,8,5,6,9,4,6,6,6,10,7,6,15,8,7,10
2,3,4,3,2,7,3,3,10,3,2,5,6,3,3,5,6,19,4,3,5,3,5,7,6,11,28,3,4,3,5,7,3,6,5,11,4,7,7,5,16,7,7,5,6,7,13,13,10,11,16,19,28,55,2,3,4,5,4,3,8,4,4,11,4,3,6,7,4,4,6,7,20,5,4,6,4,6,8,7,12,29,4,5,4,6,8,4,7,6,12,5,8,8,6,17,8,8,6,7
2,2,3,2,6,4,2,2,6,4,12,3,5,2,4,3,6,10,3,3,3,7,6,4,6,8,15,2,4,4,8,3,6,4,4,6,20,4,6,4,8,4,8,6,6,7,8,7,8,10,12,14,20,28,56,2,3,3,4,3,7,5,3,3,7,5,13,4,6,3,5,4,7,11,4,4,4,8,7,5,7,9,16,3,5,5,9,4,7,5,5,7,21,5,7,5,9,5,9,7
2,3,2,5,4,3,8,9,4,5,7,3,5,15,3,6,8,7,2,4,4,5,4,5,6,7,10,29,3,3,7,6,4,13,7,5,9,3,4,5,6,7,5,7,7,7,8,7,8,9,10,13,15,19,29,57,2,3,4,3,6,5,4,9,10,5,6,8,4,6,16,4,7,9,8,3,5,5,6,5,6,7,8,11,30,4,4,8,7,5,14,8,6,10,4,5,6,7,8,6
2,2,4,3,4,3,5,5,4,3,6,3,4,8,4,4,6,6,20,3,7,4,13,5,5,6,10,15,2,3,4,5,10,5,4,6,6,11,4,5,6,6,10,5,10,9,7,9,10,8,10,11,13,15,20,29,58,2,3,3,5,4,5,4,6,6,5,4,7,4,5,9,5,5,7,7,21,4,8,5,14,6,6,7,11,16,3,4,5,6,11,6,5,7,7,12,5,6,7,7
2,3,3,3,3,3,4,5,6,3,6,3,8,7,3,7,4,6,11,3,6,9,6,5,7,7,8,11,30,3,5,5,5,5,8,6,5,7,21,5,6,11,6,17,6,6,15,7,14,8,9,11,14,15,17,21,30,59,2,3,4,4,4,4,4,5,6,7,4,7,4,9,8,4,8,5,7,12,4,7,10,7,6,8,8,9,12,31,4,6,6,6,6,9,7,6,8,22,6,7
2,2,2,2,2,2,5,3,3,2,4,2,5,5,2,3,10,4,8,2,3,4,7,3,4,5,6,8,16,2,4,3,4,6,4,3,5,6,8,3,6,4,5,6,4,6,7,5,10,6,8,8,10,10,12,15,20,30,60,2,3,3,3,3,3,3,6,4,4,3,5,3,6,6,3,4,11,5,9,3,4,5,8,4,5,6,7,9,17,3,5,4,5,7,5,4,6,7,9,4
2,3,4,5,6,7,4,4,4,11,7,13,6,7,16,5,5,5,8,21,4,5,4,8,5,11,10,8,12,31,3,4,5,4,4,7,5,10,7,12,4,5,7,7,8,5,6,7,6,7,7,10,10,11,11,13,16,21,31,61,2,3,4,5,6,7,8,5,5,5,12,8,14,7,8,17,6,6,6,9,22,5,6,5,9,6,12,11,9,13,32,4,5,6,5,5,8,6,11,8
2,2,3,3,4,4,3,3,3,6,4,7,5,4,9,3,4,4,8,11,3,4,6,5,4,5,6,7,9,16,2,3,6,4,6,5,14,5,6,7,22,4,5,7,9,10,6,7,8,6,9,7,14,10,14,11,14,16,22,31,62,2,3,3,4,4,5,5,4,4,4,7,5,8,6,5,10,4,5,5,9,12,4,5,7,6,5,6,7,8,10,17,3,4,7,5,7,6,15,6
2,3,2,3,4,3,2,3,2,5,4,5,4,3,6,3,5,3,5,9,2,5,4,4,14,5,4,5,10,11,32,3,3,4,3,3,7,4,5,9,9,3,5,9,4,7,18,5,5,10,6,9,9,7,14,9,11,14,18,21,32,63,2,3,4,3,4,5,4,3,4,3,6,5,6,5,4,7,4,6,4,6,10,3,6,5,5,15,6,5,6,11,12,33,4,4,5,4,4,8
